Station,Date,On or Off,Time,Passenger
온천장,20190127,하차,7,253
온천장,20190127,하차,8,455
온천장,20190127,하차,9,748
온천장,20190127,하차,10,1000
온천장,20190127,하차,11,882
온천장,20190127,하차,12,820
온천장,20190127,하차,13,855
온천장,20190127,하차,14,1005
온천장,20190127,하차,15,1043
온천장,20190127,하차,16,1106
온천장,20190127,하차,17,1094
온천장,20190127,하차,18,931
온천장,20190127,하차,19,640
온천장,20190127,하차,20,669
온천장,20190127,하차,21,603
온천장,20190127,하차,22,417
온천장,20190127,하차,23,298
온천장,20190128,승차,6,573
온천장,20190128,승차,7,1330
온천장,20190128,승차,8,1983
온천장,20190128,승차,9,1204
온천장,20190128,승차,10,1007
온천장,20190128,승차,11,947
온천장,20190128,승차,12,1112
온천장,20190128,승차,13,1245
온천장,20190128,승차,14,1087
온천장,20190128,승차,15,1018
온천장,20190128,승차,16,1113
온천장,20190128,승차,17,1122
온천장,20190128,승차,18,1185
온천장,20190128,승차,19,600
온천장,20190128,승차,20,442
온천장,20190128,승차,21,450
온천장,20190128,승차,22,326
온천장,20190128,승차,23,133
온천장,20190128,하차,6,353
온천장,20190128,하차,7,453
온천장,20190128,하차,8,886
온천장,20190128,하차,9,794
온천장,20190128,하차,10,912
온천장,20190128,하차,11,925
온천장,20190128,하차,12,935
온천장,20190128,하차,13,937
온천장,20190128,하차,14,1052
온천장,20190128,하차,15,1221
온천장,20190128,하차,16,1317
온천장,20190128,하차,17,1517
온천장,20190128,하차,18,2196
온천장,20190128,하차,19,1297
온천장,20190128,하차,20,720
온천장,20190128,하차,21,719
온천장,20190128,하차,22,604
온천장,20190128,하차,23,353
온천장,20190129,승차,6,538
온천장,20190129,승차,7,1336
온천장,20190129,승차,8,1990
온천장,20190129,승차,9,1175
온천장,20190129,승차,10,1018
온천장,20190129,승차,11,995
온천장,20190129,승차,12,1056
온천장,20190129,승차,13,1152
온천장,20190129,승차,14,1126
온천장,20190129,승차,15,1120
온천장,20190129,승차,16,1071
온천장,20190129,승차,17,1239
온천장,20190129,승차,18,1177
온천장,20190129,승차,19,640
온천장,20190129,승차,20,499
온천장,20190129,승차,21,471
온천장,20190129,승차,22,282
온천장,20190129,승차,23,155
온천장,20190129,하차,6,359
온천장,20190129,하차,7,485
온천장,20190129,하차,8,1026
온천장,20190129,하차,9,801
온천장,20190129,하차,10,800
온천장,20190129,하차,11,962
온천장,20190129,하차,12,973
온천장,20190129,하차,13,1076
온천장,20190129,하차,14,993
온천장,20190129,하차,15,1205
온천장,20190129,하차,16,1319
온천장,20190129,하차,17,1601
온천장,20190129,하차,18,2194
온천장,20190129,하차,19,1315
온천장,20190129,하차,20,755
온천장,20190129,하차,21,758
온천장,20190129,하차,22,690
온천장,20190129,하차,23,308
온천장,20190130,승차,6,552
온천장,20190130,승차,7,1321
온천장,20190130,승차,8,2060
온천장,20190130,승차,9,1220
온천장,20190130,승차,10,920
온천장,20190130,승차,11,1044
온천장,20190130,승차,12,981
온천장,20190130,승차,13,1176
온천장,20190130,승차,14,1057
온천장,20190130,승차,15,1122
온천장,20190130,승차,16,1125
온천장,20190130,승차,17,1219
온천장,20190130,승차,18,1253
온천장,20190130,승차,19,671
온천장,20190130,승차,20,578
온천장,20190130,승차,21,507
온천장,20190130,승차,22,328
온천장,20190130,승차,23,183
온천장,20190130,하차,6,354
온천장,20190130,하차,7,457
온천장,20190130,하차,8,940
온천장,20190130,하차,9,835
온천장,20190130,하차,10,790
온천장,20190130,하차,11,900
온천장,20190130,하차,12,954
온천장,20190130,하차,13,1003
온천장,20190130,하차,14,1066
온천장,20190130,하차,15,1189
온천장,20190130,하차,16,1430
온천장,20190130,하차,17,1563
온천장,20190130,하차,18,2295
온천장,20190130,하차,19,1374
온천장,20190130,하차,20,878
온천장,20190130,하차,21,748
온천장,20190130,하차,22,658
온천장,20190130,하차,23,351
온천장,20190131,승차,6,526
온천장,20190131,승차,7,1251
온천장,20190131,승차,8,1996
온천장,20190131,승차,9,1106
온천장,20190131,승차,10,859
온천장,20190131,승차,11,842
온천장,20190131,승차,12,859
온천장,20190131,승차,13,990
온천장,20190131,승차,14,868
온천장,20190131,승차,15,1002
온천장,20190131,승차,16,908
온천장,20190131,승차,17,1087
온천장,20190131,승차,18,1203
온천장,20190131,승차,19,653
온천장,20190131,승차,20,448
온천장,20190131,승차,21,434
온천장,20190131,승차,22,295
온천장,20190131,승차,23,133
온천장,20190131,하차,6,324
온천장,20190131,하차,7,422
온천장,20190131,하차,8,863
온천장,20190131,하차,9,736
온천장,20190131,하차,10,727
온천장,20190131,하차,11,768
온천장,20190131,하차,12,910
온천장,20190131,하차,13,864
온천장,20190131,하차,14,918
온천장,20190131,하차,15,978
온천장,20190131,하차,16,1186
온천장,20190131,하차,17,1285
온천장,20190131,하차,18,2006
온천장,20190131,하차,19,1203
온천장,20190131,하차,20,753
온천장,20190131,하차,21,795
온천장,20190131,하차,22,610
온천장,20190131,하차,23,357
부산대,20190101,승차,6,268
부산대,20190101,승차,7,113
부산대,20190101,승차,8,211
부산대,20190101,승차,9,250
부산대,20190101,승차,10,294
부산대,20190101,승차,11,332
부산대,20190101,승차,12,414
부산대,20190101,승차,13,589
부산대,20190101,승차,14,687
부산대,20190101,승차,15,730
부산대,20190101,승차,16,866
부산대,20190101,승차,17,874
부산대,20190101,승차,18,902
부산대,20190101,승차,19,669
부산대,20190101,승차,20,644
부산대,20190101,승차,21,794
부산대,20190101,승차,22,718
부산대,20190101,승차,23,416
부산대,20190101,하차,6,101
부산대,20190101,하차,7,122
부산대,20190101,하차,8,311
부산대,20190101,하차,9,486
부산대,20190101,하차,10,412
부산대,20190101,하차,11,523
부산대,20190101,하차,12,717
부산대,20190101,하차,13,880
부산대,20190101,하차,14,952
부산대,20190101,하차,15,1003
부산대,20190101,하차,16,1023
부산대,20190101,하차,17,1036
부산대,20190101,하차,18,938
부산대,20190101,하차,19,684
부산대,20190101,하차,20,511
부산대,20190101,하차,21,439
부산대,20190101,하차,22,356
부산대,20190101,하차,23,230
부산대,20190102,승차,6,295
부산대,20190102,승차,7,748
부산대,20190102,승차,8,1194
부산대,20190102,승차,9,711
부산대,20190102,승차,10,607
부산대,20190102,승차,11,663
부산대,20190102,승차,12,852
부산대,20190102,승차,13,986
부산대,20190102,승차,14,1032
부산대,20190102,승차,15,1128
부산대,20190102,승차,16,1366
부산대,20190102,승차,17,1452
부산대,20190102,승차,18,1632
부산대,20190102,승차,19,994
부산대,20190102,승차,20,835
부산대,20190102,승차,21,1001
부산대,20190102,승차,22,934
부산대,20190102,승차,23,451
부산대,20190102,하차,6,144
부산대,20190102,하차,7,296
부산대,20190102,하차,8,1406
부산대,20190102,하차,9,1390
부산대,20190102,하차,10,835
부산대,20190102,하차,11,1002
부산대,20190102,하차,12,1224
부산대,20190102,하차,13,1450
부산대,20190102,하차,14,1138
부산대,20190102,하차,15,1211
부산대,20190102,하차,16,1342
부산대,20190102,하차,17,1561
부산대,20190102,하차,18,2183
부산대,20190102,하차,19,1205
부산대,20190102,하차,20,754
부산대,20190102,하차,21,563
부산대,20190102,하차,22,437
부산대,20190102,하차,23,314
부산대,20190103,승차,6,292
부산대,20190103,승차,7,787
부산대,20190103,승차,8,1210
부산대,20190103,승차,9,769
부산대,20190103,승차,10,641
부산대,20190103,승차,11,652
부산대,20190103,승차,12,947
부산대,20190103,승차,13,1013
부산대,20190103,승차,14,1050
부산대,20190103,승차,15,1231
부산대,20190103,승차,16,1363
부산대,20190103,승차,17,1574
부산대,20190103,승차,18,1701
부산대,20190103,승차,19,1085
부산대,20190103,승차,20,917
부산대,20190103,승차,21,1010
부산대,20190103,승차,22,961
부산대,20190103,승차,23,606
부산대,20190103,하차,6,139
부산대,20190103,하차,7,279
부산대,20190103,하차,8,1363
부산대,20190103,하차,9,1423
부산대,20190103,하차,10,919
부산대,20190103,하차,11,948
부산대,20190103,하차,12,1395
부산대,20190103,하차,13,1336
부산대,20190103,하차,14,1212
부산대,20190103,하차,15,1169
부산대,20190103,하차,16,1320
부산대,20190103,하차,17,1688
부산대,20190103,하차,18,2116
부산대,20190103,하차,19,1311
부산대,20190103,하차,20,790
부산대,20190103,하차,21,603
부산대,20190103,하차,22,485
부산대,20190103,하차,23,341
부산대,20190104,승차,6,292
부산대,20190104,승차,7,781
부산대,20190104,승차,8,1276
부산대,20190104,승차,9,795
부산대,20190104,승차,10,655
부산대,20190104,승차,11,718
부산대,20190104,승차,12,925
부산대,20190104,승차,13,996
부산대,20190104,승차,14,1009
부산대,20190104,승차,15,1112
부산대,20190104,승차,16,1298
부산대,20190104,승차,17,1604
부산대,20190104,승차,18,1818
부산대,20190104,승차,19,1117
부산대,20190104,승차,20,932
부산대,20190104,승차,21,1101
부산대,20190104,승차,22,1027
부산대,20190104,승차,23,653
부산대,20190104,하차,6,134
부산대,20190104,하차,7,278
부산대,20190104,하차,8,1087
부산대,20190104,하차,9,1157
부산대,20190104,하차,10,914
부산대,20190104,하차,11,916
부산대,20190104,하차,12,1073
부산대,20190104,하차,13,1418
부산대,20190104,하차,14,1168
부산대,20190104,하차,15,1235
부산대,20190104,하차,16,1349
부산대,20190104,하차,17,1599
부산대,20190104,하차,18,2316
부산대,20190104,하차,19,1403
부산대,20190104,하차,20,929
부산대,20190104,하차,21,646
부산대,20190104,하차,22,594
부산대,20190104,하차,23,424
부산대,20190105,승차,6,187
부산대,20190105,승차,7,252
부산대,20190105,승차,8,495
부산대,20190105,승차,9,601
부산대,20190105,승차,10,608
부산대,20190105,승차,11,749
부산대,20190105,승차,12,977
부산대,20190105,승차,13,1175
부산대,20190105,승차,14,1086
부산대,20190105,승차,15,1081
부산대,20190105,승차,16,1254
부산대,20190105,승차,17,1487
부산대,20190105,승차,18,1284
부산대,20190105,승차,19,1037
부산대,20190105,승차,20,843
부산대,20190105,승차,21,886
부산대,20190105,승차,22,995
부산대,20190105,승차,23,511
부산대,20190105,하차,6,106
부산대,20190105,하차,7,149
부산대,20190105,하차,8,376
부산대,20190105,하차,9,635
부산대,20190105,하차,10,669
부산대,20190105,하차,11,886
부산대,20190105,하차,12,1229
부산대,20190105,하차,13,1457
부산대,20190105,하차,14,1346
부산대,20190105,하차,15,1326
부산대,20190105,하차,16,1358
부산대,20190105,하차,17,1565
부산대,20190105,하차,18,1372
부산대,20190105,하차,19,1036
부산대,20190105,하차,20,684
부산대,20190105,하차,21,553
부산대,20190105,하차,22,486
부산대,20190105,하차,23,397
부산대,20190106,승차,6,149
부산대,20190106,승차,7,163
부산대,20190106,승차,8,333
부산대,20190106,승차,9,470
부산대,20190106,승차,10,482
부산대,20190106,승차,11,483
부산대,20190106,승차,12,590
부산대,20190106,승차,13,734
부산대,20190106,승차,14,815
부산대,20190106,승차,15,788
부산대,20190106,승차,16,1018
부산대,20190106,승차,17,1134
부산대,20190106,승차,18,966
부산대,20190106,승차,19,778
부산대,20190106,승차,20,756
부산대,20190106,승차,21,806
부산대,20190106,승차,22,696
부산대,20190106,승차,23,355
부산대,20190106,하차,6,85
부산대,20190106,하차,7,126
부산대,20190106,하차,8,195
부산대,20190106,하차,9,435
부산대,20190106,하차,10,414
부산대,20190106,하차,11,756
부산대,20190106,하차,12,897
부산대,20190106,하차,13,1079
부산대,20190106,하차,14,1158
부산대,20190106,하차,15,1110
부산대,20190106,하차,16,1192
부산대,20190106,하차,17,1161
부산대,20190106,하차,18,1001
부산대,20190106,하차,19,692
부산대,20190106,하차,20,563
부산대,20190106,하차,21,473
부산대,20190106,하차,22,357
부산대,20190106,하차,23,287
부산대,20190107,승차,6,291
부산대,20190107,승차,7,821
부산대,20190107,승차,8,1244
부산대,20190107,승차,9,790
부산대,20190107,승차,10,655
부산대,20190107,승차,11,754
부산대,20190107,승차,12,881
부산대,20190107,승차,13,904
부산대,20190107,승차,14,1002
부산대,20190107,승차,15,1064
부산대,20190107,승차,16,1253
부산대,20190107,승차,17,1372
부산대,20190107,승차,18,1545
부산대,20190107,승차,19,974
부산대,20190107,승차,20,882
부산대,20190107,승차,21,1001
부산대,20190107,승차,22,920
부산대,20190107,승차,23,484
부산대,20190107,하차,6,150
부산대,20190107,하차,7,322
부산대,20190107,하차,8,1403
부산대,20190107,하차,9,1402
부산대,20190107,하차,10,955
부산대,20190107,하차,11,986
부산대,20190107,하차,12,1268
부산대,20190107,하차,13,1384
부산대,20190107,하차,14,1025
부산대,20190107,하차,15,1183
부산대,20190107,하차,16,1262
부산대,20190107,하차,17,1507
부산대,20190107,하차,18,2175
부산대,20190107,하차,19,1114
부산대,20190107,하차,20,700
부산대,20190107,하차,21,533
부산대,20190107,하차,22,465
부산대,20190107,하차,23,349
부산대,20190108,승차,6,291
부산대,20190108,승차,7,781
부산대,20190108,승차,8,1244
부산대,20190108,승차,9,794
부산대,20190108,승차,10,593
부산대,20190108,승차,11,716
부산대,20190108,승차,12,863
부산대,20190108,승차,13,937
부산대,20190108,승차,14,930
부산대,20190108,승차,15,1104
부산대,20190108,승차,16,1279
부산대,20190108,승차,17,1282
부산대,20190108,승차,18,1571
부산대,20190108,승차,19,1004
부산대,20190108,승차,20,985
부산대,20190108,승차,21,990
부산대,20190108,승차,22,854
부산대,20190108,승차,23,451
부산대,20190108,하차,6,137
부산대,20190108,하차,7,326
부산대,20190108,하차,8,1306
부산대,20190108,하차,9,1443
부산대,20190108,하차,10,927
부산대,20190108,하차,11,917
부산대,20190108,하차,12,1187
부산대,20190108,하차,13,1317
부산대,20190108,하차,14,1115
부산대,20190108,하차,15,1106
부산대,20190108,하차,16,1198
부산대,20190108,하차,17,1578
부산대,20190108,하차,18,2035
부산대,20190108,하차,19,1188
부산대,20190108,하차,20,718
부산대,20190108,하차,21,577
부산대,20190108,하차,22,458
부산대,20190108,하차,23,300
부산대,20190109,승차,6,274
부산대,20190109,승차,7,776
부산대,20190109,승차,8,1285
부산대,20190109,승차,9,745
부산대,20190109,승차,10,578
부산대,20190109,승차,11,726
부산대,20190109,승차,12,919
부산대,20190109,승차,13,926
부산대,20190109,승차,14,1020
부산대,20190109,승차,15,1145
부산대,20190109,승차,16,1248
부산대,20190109,승차,17,1536
부산대,20190109,승차,18,1662
부산대,20190109,승차,19,993
부산대,20190109,승차,20,835
부산대,20190109,승차,21,1015
부산대,20190109,승차,22,824
부산대,20190109,승차,23,450
부산대,20190109,하차,6,130
부산대,20190109,하차,7,294
부산대,20190109,하차,8,1296
부산대,20190109,하차,9,1393
부산대,20190109,하차,10,878
부산대,20190109,하차,11,978
부산대,20190109,하차,12,1188
부산대,20190109,하차,13,1449
부산대,20190109,하차,14,1105
부산대,20190109,하차,15,1092
부산대,20190109,하차,16,1244
부산대,20190109,하차,17,1577
부산대,20190109,하차,18,2154
부산대,20190109,하차,19,1149
부산대,20190109,하차,20,670
부산대,20190109,하차,21,587
부산대,20190109,하차,22,478
부산대,20190109,하차,23,364
부산대,20190110,승차,6,318
부산대,20190110,승차,7,761
부산대,20190110,승차,8,1261
부산대,20190110,승차,9,787
부산대,20190110,승차,10,619
부산대,20190110,승차,11,742
부산대,20190110,승차,12,927
부산대,20190110,승차,13,932
부산대,20190110,승차,14,1059
부산대,20190110,승차,15,1164
부산대,20190110,승차,16,1271
부산대,20190110,승차,17,1549
부산대,20190110,승차,18,1618
부산대,20190110,승차,19,1055
부산대,20190110,승차,20,903
부산대,20190110,승차,21,1096
부산대,20190110,승차,22,1008
부산대,20190110,승차,23,496
부산대,20190110,하차,6,136
부산대,20190110,하차,7,289
부산대,20190110,하차,8,1413
부산대,20190110,하차,9,1450
부산대,20190110,하차,10,888
부산대,20190110,하차,11,969
부산대,20190110,하차,12,1152
부산대,20190110,하차,13,1382
부산대,20190110,하차,14,1163
부산대,20190110,하차,15,1147
부산대,20190110,하차,16,1376
부산대,20190110,하차,17,1597
부산대,20190110,하차,18,2213
부산대,20190110,하차,19,1171
부산대,20190110,하차,20,791
부산대,20190110,하차,21,601
부산대,20190110,하차,22,505
부산대,20190110,하차,23,351
부산대,20190111,승차,6,281
부산대,20190111,승차,7,757
부산대,20190111,승차,8,1262
부산대,20190111,승차,9,754
부산대,20190111,승차,10,709
부산대,20190111,승차,11,844
부산대,20190111,승차,12,1015
부산대,20190111,승차,13,998
부산대,20190111,승차,14,987
부산대,20190111,승차,15,1108
부산대,20190111,승차,16,1272
부산대,20190111,승차,17,1585
부산대,20190111,승차,18,1907
부산대,20190111,승차,19,1083
부산대,20190111,승차,20,916
부산대,20190111,승차,21,1030
부산대,20190111,승차,22,1002
부산대,20190111,승차,23,620
부산대,20190111,하차,6,141
부산대,20190111,하차,7,328
부산대,20190111,하차,8,1202
부산대,20190111,하차,9,1200
부산대,20190111,하차,10,882
부산대,20190111,하차,11,911
부산대,20190111,하차,12,1162
부산대,20190111,하차,13,1306
부산대,20190111,하차,14,1076
부산대,20190111,하차,15,1197
부산대,20190111,하차,16,1345
부산대,20190111,하차,17,1679
부산대,20190111,하차,18,2235
부산대,20190111,하차,19,1578
부산대,20190111,하차,20,936
부산대,20190111,하차,21,667
부산대,20190111,하차,22,520
부산대,20190111,하차,23,453
부산대,20190112,승차,6,173
부산대,20190112,승차,7,286
부산대,20190112,승차,8,514
부산대,20190112,승차,9,564
부산대,20190112,승차,10,602
부산대,20190112,승차,11,744
부산대,20190112,승차,12,895
부산대,20190112,승차,13,966
부산대,20190112,승차,14,1018
부산대,20190112,승차,15,1057
부산대,20190112,승차,16,1260
부산대,20190112,승차,17,1582
부산대,20190112,승차,18,1332
부산대,20190112,승차,19,942
부산대,20190112,승차,20,857
부산대,20190112,승차,21,987
부산대,20190112,승차,22,1013
부산대,20190112,승차,23,563
부산대,20190112,하차,6,106
부산대,20190112,하차,7,153
부산대,20190112,하차,8,353
부산대,20190112,하차,9,676
부산대,20190112,하차,10,625
부산대,20190112,하차,11,861
부산대,20190112,하차,12,1405
부산대,20190112,하차,13,1535
부산대,20190112,하차,14,1420
부산대,20190112,하차,15,1418
부산대,20190112,하차,16,1478
부산대,20190112,하차,17,1582
부산대,20190112,하차,18,1467
부산대,20190112,하차,19,995
부산대,20190112,하차,20,757
부산대,20190112,하차,21,580
부산대,20190112,하차,22,455
부산대,20190112,하차,23,394
부산대,20190113,승차,6,151
부산대,20190113,승차,7,147
부산대,20190113,승차,8,298
부산대,20190113,승차,9,399
부산대,20190113,승차,10,495
부산대,20190113,승차,11,525
부산대,20190113,승차,12,675
부산대,20190113,승차,13,721
부산대,20190113,승차,14,767
부산대,20190113,승차,15,929
부산대,20190113,승차,16,1033
부산대,20190113,승차,17,1274
부산대,20190113,승차,18,1042
부산대,20190113,승차,19,840
부산대,20190113,승차,20,783
부산대,20190113,승차,21,916
부산대,20190113,승차,22,682
부산대,20190113,승차,23,457
부산대,20190113,하차,6,84
부산대,20190113,하차,7,123
부산대,20190113,하차,8,240
부산대,20190113,하차,9,403
부산대,20190113,하차,10,554
부산대,20190113,하차,11,899
부산대,20190113,하차,12,922
부산대,20190113,하차,13,1155
부산대,20190113,하차,14,1235
부산대,20190113,하차,15,1161
부산대,20190113,하차,16,1144
부산대,20190113,하차,17,1335
부산대,20190113,하차,18,1072
부산대,20190113,하차,19,763
부산대,20190113,하차,20,658
부산대,20190113,하차,21,563
부산대,20190113,하차,22,344
부산대,20190113,하차,23,320
부산대,20190114,승차,6,289
부산대,20190114,승차,7,787
부산대,20190114,승차,8,1246
부산대,20190114,승차,9,815
부산대,20190114,승차,10,681
부산대,20190114,승차,11,749
부산대,20190114,승차,12,895
부산대,20190114,승차,13,892
부산대,20190114,승차,14,888
부산대,20190114,승차,15,1092
부산대,20190114,승차,16,1212
부산대,20190114,승차,17,1421
부산대,20190114,승차,18,1520
부산대,20190114,승차,19,926
부산대,20190114,승차,20,893
부산대,20190114,승차,21,1008
부산대,20190114,승차,22,801
부산대,20190114,승차,23,454
부산대,20190114,하차,6,144
부산대,20190114,하차,7,275
부산대,20190114,하차,8,1319
부산대,20190114,하차,9,1516
부산대,20190114,하차,10,924
부산대,20190114,하차,11,969
부산대,20190114,하차,12,1249
부산대,20190114,하차,13,1306
부산대,20190114,하차,14,1093
부산대,20190114,하차,15,1074
부산대,20190114,하차,16,1362
부산대,20190114,하차,17,1523
부산대,20190114,하차,18,2079
부산대,20190114,하차,19,1215
부산대,20190114,하차,20,738
부산대,20190114,하차,21,559
부산대,20190114,하차,22,435
부산대,20190114,하차,23,334
부산대,20190115,승차,6,296
부산대,20190115,승차,7,754
부산대,20190115,승차,8,1244
부산대,20190115,승차,9,750
부산대,20190115,승차,10,651
부산대,20190115,승차,11,757
부산대,20190115,승차,12,805
부산대,20190115,승차,13,900
부산대,20190115,승차,14,943
부산대,20190115,승차,15,1066
부산대,20190115,승차,16,1123
부산대,20190115,승차,17,1330
부산대,20190115,승차,18,1704
부산대,20190115,승차,19,999
부산대,20190115,승차,20,930
부산대,20190115,승차,21,1026
부산대,20190115,승차,22,892
부산대,20190115,승차,23,598
부산대,20190115,하차,6,147
부산대,20190115,하차,7,284
부산대,20190115,하차,8,1285
부산대,20190115,하차,9,1477
부산대,20190115,하차,10,866
부산대,20190115,하차,11,931
부산대,20190115,하차,12,1211
부산대,20190115,하차,13,1293
부산대,20190115,하차,14,1146
부산대,20190115,하차,15,1091
부산대,20190115,하차,16,1229
부산대,20190115,하차,17,1521
부산대,20190115,하차,18,2055
부산대,20190115,하차,19,1193
부산대,20190115,하차,20,748
부산대,20190115,하차,21,551
부산대,20190115,하차,22,479
부산대,20190115,하차,23,319
부산대,20190116,승차,6,310
부산대,20190116,승차,7,753
부산대,20190116,승차,8,1298
부산대,20190116,승차,9,739
부산대,20190116,승차,10,633
부산대,20190116,승차,11,673
부산대,20190116,승차,12,890
부산대,20190116,승차,13,843
부산대,20190116,승차,14,911
부산대,20190116,승차,15,1115
부산대,20190116,승차,16,1252
부산대,20190116,승차,17,1509
부산대,20190116,승차,18,1699
부산대,20190116,승차,19,1082
부산대,20190116,승차,20,852
부산대,20190116,승차,21,1034
부산대,20190116,승차,22,910
부산대,20190116,승차,23,478
부산대,20190116,하차,6,133
부산대,20190116,하차,7,260
부산대,20190116,하차,8,1263
부산대,20190116,하차,9,1447
부산대,20190116,하차,10,926
부산대,20190116,하차,11,1080
부산대,20190116,하차,12,1133
부산대,20190116,하차,13,1513
부산대,20190116,하차,14,1142
부산대,20190116,하차,15,1186
부산대,20190116,하차,16,1186
부산대,20190116,하차,17,1796
부산대,20190116,하차,18,2088
부산대,20190116,하차,19,1237
부산대,20190116,하차,20,711
부산대,20190116,하차,21,569
부산대,20190116,하차,22,482
부산대,20190116,하차,23,369
부산대,20190117,승차,6,295
부산대,20190117,승차,7,790
부산대,20190117,승차,8,1251
부산대,20190117,승차,9,822
부산대,20190117,승차,10,694
부산대,20190117,승차,11,788
부산대,20190117,승차,12,918
부산대,20190117,승차,13,985
부산대,20190117,승차,14,995
부산대,20190117,승차,15,1146
부산대,20190117,승차,16,1272
부산대,20190117,승차,17,1450
부산대,20190117,승차,18,1658
부산대,20190117,승차,19,1015
부산대,20190117,승차,20,958
부산대,20190117,승차,21,1112
부산대,20190117,승차,22,1002
부산대,20190117,승차,23,508
부산대,20190117,하차,6,135
부산대,20190117,하차,7,253
부산대,20190117,하차,8,1271
부산대,20190117,하차,9,1445
부산대,20190117,하차,10,1025
부산대,20190117,하차,11,991
부산대,20190117,하차,12,1289
부산대,20190117,하차,13,1389
부산대,20190117,하차,14,1153
부산대,20190117,하차,15,1169
부산대,20190117,하차,16,1259
부산대,20190117,하차,17,1620
부산대,20190117,하차,18,2104
부산대,20190117,하차,19,1220
부산대,20190117,하차,20,778
부산대,20190117,하차,21,615
부산대,20190117,하차,22,491
부산대,20190117,하차,23,380
부산대,20190118,승차,6,296
부산대,20190118,승차,7,765
부산대,20190118,승차,8,1279
부산대,20190118,승차,9,774
부산대,20190118,승차,10,646
부산대,20190118,승차,11,730
부산대,20190118,승차,12,971
부산대,20190118,승차,13,1035
부산대,20190118,승차,14,1008
부산대,20190118,승차,15,1110
부산대,20190118,승차,16,1233
부산대,20190118,승차,17,1567
부산대,20190118,승차,18,1770
부산대,20190118,승차,19,1167
부산대,20190118,승차,20,962
부산대,20190118,승차,21,1128
부산대,20190118,승차,22,1136
부산대,20190118,승차,23,659
부산대,20190118,하차,6,142
부산대,20190118,하차,7,277
부산대,20190118,하차,8,1055
부산대,20190118,하차,9,1173
부산대,20190118,하차,10,892
부산대,20190118,하차,11,905
부산대,20190118,하차,12,1164
부산대,20190118,하차,13,1399
부산대,20190118,하차,14,1126
부산대,20190118,하차,15,1192
부산대,20190118,하차,16,1460
부산대,20190118,하차,17,1668
부산대,20190118,하차,18,2306
부산대,20190118,하차,19,1508
부산대,20190118,하차,20,948
부산대,20190118,하차,21,732
부산대,20190118,하차,22,529
부산대,20190118,하차,23,487
부산대,20190119,승차,6,194
부산대,20190119,승차,7,276
부산대,20190119,승차,8,562
부산대,20190119,승차,9,650
부산대,20190119,승차,10,673
부산대,20190119,승차,11,768
부산대,20190119,승차,12,935
부산대,20190119,승차,13,997
부산대,20190119,승차,14,1055
부산대,20190119,승차,15,1144
부산대,20190119,승차,16,1288
부산대,20190119,승차,17,1585
부산대,20190119,승차,18,1371
부산대,20190119,승차,19,1062
부산대,20190119,승차,20,878
부산대,20190119,승차,21,1019
부산대,20190119,승차,22,934
부산대,20190119,승차,23,565
부산대,20190119,하차,6,91
부산대,20190119,하차,7,158
부산대,20190119,하차,8,403
부산대,20190119,하차,9,722
부산대,20190119,하차,10,722
부산대,20190119,하차,11,945
부산대,20190119,하차,12,1396
부산대,20190119,하차,13,1569
부산대,20190119,하차,14,1387
부산대,20190119,하차,15,1415
부산대,20190119,하차,16,1427
부산대,20190119,하차,17,1592
부산대,20190119,하차,18,1449
부산대,20190119,하차,19,931
부산대,20190119,하차,20,800
부산대,20190119,하차,21,636
부산대,20190119,하차,22,441
부산대,20190119,하차,23,383
부산대,20190120,승차,6,139
부산대,20190120,승차,7,162
부산대,20190120,승차,8,315
부산대,20190120,승차,9,450
부산대,20190120,승차,10,478
부산대,20190120,승차,11,481
부산대,20190120,승차,12,662
부산대,20190120,승차,13,741
부산대,20190120,승차,14,757
부산대,20190120,승차,15,850
부산대,20190120,승차,16,1034
부산대,20190120,승차,17,1121
부산대,20190120,승차,18,970
부산대,20190120,승차,19,782
부산대,20190120,승차,20,726
부산대,20190120,승차,21,814
부산대,20190120,승차,22,712
부산대,20190120,승차,23,394
부산대,20190120,하차,6,78
부산대,20190120,하차,7,108
부산대,20190120,하차,8,209
부산대,20190120,하차,9,437
부산대,20190120,하차,10,529
부산대,20190120,하차,11,785
부산대,20190120,하차,12,910
부산대,20190120,하차,13,1085
부산대,20190120,하차,14,1082
부산대,20190120,하차,15,1098
부산대,20190120,하차,16,1184
부산대,20190120,하차,17,1194
부산대,20190120,하차,18,1070
부산대,20190120,하차,19,722
부산대,20190120,하차,20,538
부산대,20190120,하차,21,484
부산대,20190120,하차,22,349
부산대,20190120,하차,23,257
부산대,20190121,승차,6,303
부산대,20190121,승차,7,755
부산대,20190121,승차,8,1256
부산대,20190121,승차,9,776
부산대,20190121,승차,10,678
부산대,20190121,승차,11,707
부산대,20190121,승차,12,797
부산대,20190121,승차,13,897
부산대,20190121,승차,14,947
부산대,20190121,승차,15,1083
부산대,20190121,승차,16,1166
부산대,20190121,승차,17,1384
부산대,20190121,승차,18,1497
부산대,20190121,승차,19,963
부산대,20190121,승차,20,872
부산대,20190121,승차,21,1005
부산대,20190121,승차,22,894
부산대,20190121,승차,23,454
부산대,20190121,하차,6,129
부산대,20190121,하차,7,279
부산대,20190121,하차,8,1194
부산대,20190121,하차,9,1338
부산대,20190121,하차,10,967
부산대,20190121,하차,11,964
부산대,20190121,하차,12,1180
